frame	cav_1	cav_2	cav_3	cav_4	cav_5	cav_6	cav_7	cav_8	cav_9	cav_10	cav_11	cav_12	cav_13	cav_14	cav_15	cav_16	cav_17	cav_18	cav_19	cav_20	cav_21	cav_22	cav_23	cav_24	cav_25	cav_26	cav_27	cav_28	cav_29	cav_30	cav_31	cav_32	cav_33	cav_34	cav_35	cav_36	cav_37	cav_38	cav_39	cav_40	cav_41	cav_42	cav_43	cav_44	cav_45	cav_46	cav_47	cav_48	cav_49	cav_50	cav_51	cav_52	cav_53	cav_54	cav_55	cav_56	cav_57	cav_58	cav_59	cav_60	cav_61	cav_62	cav_63	cav_64	cav_65	cav_66	cav_67	cav_68	cav_69	cav_70	cav_71	cav_73	cav_74	cav_75	cav_76	cav_77	cav_78	cav_79	cav_80	cav_81	cav_82	cav_83	cav_84	cav_85	cav_86	cav_87	cav_88	cav_89	cav_90	cav_91	cav_92	cav_93	cav_94	cav_95	cav_96	cav_97	cav_98	cav_99	cav_100	cav_101	cav_102	cav_103	cav_104	cav_105	cav_106	cav_107	cav_108	cav_109	cav_110	cav_111	cav_112	cav_113	cav_114	cav_115	cav_116	cav_117	cav_118	cav_119	cav_120	cav_121	cav_122	cav_123	cav_124	cav_125	cav_126	cav_127	cav_128	cav_129	cav_130	cav_131	cav_132	cav_133	cav_134	cav_135	cav_136	cav_137	cav_138	cav_139	cav_140	cav_141	cav_142	cav_143	cav_144	cav_145	cav_146	cav_147	cav_148	cav_149	cav_150	cav_151	cav_152	cav_153	cav_154	cav_155	cav_156	cav_157	cav_158	cav_159	cav_160	cav_161	cav_162	cav_163	cav_164	cav_165	cav_166	cav_167	cav_168	cav_169	cav_170	cav_171	cav_172	cav_173	cav_174	cav_175	cav_176	cav_177	cav_178	cav_179	cav_180	cav_181	cav_182	cav_183	cav_184	cav_185	cav_186	cav_187	cav_188	cav_189	cav_190	cav_191	cav_192	cav_193	cav_194	cav_195	cav_196	cav_197	cav_198	cav_199	cav_200	cav_201	cav_202	cav_203	cav_204	cav_205	cav_206	cav_207	cav_208	cav_209	cav_210	cav_211	cav_212	cav_213	cav_214	cav_215	cav_216	cav_217	cav_218	cav_219	cav_220	cav_221	cav_222	cav_223	cav_224	cav_225	cav_226	cav_227	cav_228	cav_229	cav_230	cav_231	cav_232	cav_233	cav_234	cav_235	cav_236	cav_237	cav_238	cav_239	cav_240	cav_241	cav_242	cav_243	cav_244	cav_245	cav_246	cav_247	cav_248	cav_249	cav_250	cav_251	cav_252	cav_253	cav_254	cav_255	sum
45	36.75	12.75	352	0	0	66.62	88.62	15.25	15.25	29.62	15	0	0	42.38	0	31	0	0	0	241.88	0	16.12	20.5	45.25	0	0	44	0	90.12	0	0	94.38	0	0	0	17.88	0	0	0	0	12.25	0	147.62	99.12	0	43.5	17.5	86.75	52	0	60.75	0	18.75	0	0	0	0	75	46.75	92.25	21.88	41.25	0	91.5	0	0	158.25	0	0	0	0	709	0	51.62	32.25	12.75	0	74.75	0	0	142.62	83.5	0	0	0	0	13.62	0	0	0	78	74.75	47	0	0	0	0	0	0	0	17	51	23.5	157.25	0	13.62	32.12	16.25	0	0	0	0	38.62	0	65.5	55.38	327.62	0	17.5	0	0	18.25	0	28.62	0	0	122.38	79.88	0	12.75	0	68.12	137.5	0	0	30.5	53.38	0	0	37.12	0	0	0	149.25	52.5	12.75	0	26.5	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	72.75	0	0	63	16.12	0	12.12	0	16.62	45	0	0	0	0	0	0	0	0	0	0	0	573.75	0	0	305.62	46.75	0	180.5	0	15.5	0	0	0	0	0	13.88	0	78.88	59.5	14	0	0	111.75	0	0	138.75	44.12	35.88	32	0	0	29.88	92.75	0	22.75	0	104.62	0	0	244	46.25	0	102.38	0	0	0	25.62	37.75	256.62	26.5	314.75	32.38	134.75	36.38	17.25	16.12	12.62	912.75	0	0	0	13	0	0	0	0	80.25	109.62	116.38	0	0	20430.5
46	56.62	12.75	380.38	0	0	63	71.25	0	15	38	27.38	0	0	45.62	0	30.88	0	0	0	228	0	14.75	0	76.88	0	0	38.5	0	54.62	0	0	92	0	0	0	14.62	0	0	12.75	0	0	0	122.25	87.25	0	45	21.75	75.62	57.25	0	68.62	0	17.62	0	0	0	0	63.25	0	109	0	38	0	82.38	0	0	153.25	0	0	0	0	40.25	0	46.38	19.5	12.75	0	93	0	0	154.88	81.5	0	0	0	0	0	0	12.75	0	80.88	49.88	61.88	0	0	0	0	0	0	12.75	0	62	18.75	158	0	18.88	97.5	14.75	23.38	0	0	0	39.38	0	74	45.38	336	0	20.5	0	0	0	0	24.75	0	0	124.38	118.62	0	21.5	0	67.25	136.25	0	0	30.12	59.5	0	12.75	43.12	0	0	0	140	55.75	12.75	0	14.75	0	0	0	12.75	0	0	0	0	0	19.75	0	0	0	0	0	70.25	0	41.38	65	47.25	0	14.12	0	0	39.75	0	0	0	0	0	0	0	0	0	0	30.88	586.25	0	0	323.12	32.62	0	196.25	0	29	0	0	0	0	0	0	0	107.75	39.88	0	0	0	101.75	0	0	147.88	49.62	32.88	42.5	0	15.38	0	69.62	0	18.38	16.12	105.75	0	0	252.25	46.62	0	114.62	0	0	0	19.5	44.88	275	44.25	324.25	17.38	154.12	61.25	0	14	15	868.38	0	0	0	0	0	0	0	0	90.75	112.25	115.5	0	0	19755
47	56.62	12.75	380.38	0	0	63	71.25	0	15	38	27.38	0	0	45.62	0	30.88	0	0	0	228	0	14.75	0	76.88	0	0	38.5	0	54.62	0	0	92	0	0	0	14.62	0	0	12.75	0	0	0	122.25	87.25	0	45	21.75	75.62	57.25	0	68.62	0	17.62	0	0	0	0	63.25	0	109	0	38	0	82.38	0	0	153.25	0	0	0	0	40.25	0	46.38	19.5	12.75	0	93	0	0	154.88	81.5	0	0	0	0	0	0	12.75	0	80.88	49.88	61.88	0	0	0	0	0	0	12.75	0	62	18.75	158	0	18.88	97.5	14.75	23.38	0	0	0	39.38	0	74	45.38	336	0	20.5	0	0	0	0	24.75	0	0	124.38	118.62	0	21.5	0	67.25	136.25	0	0	30.12	59.5	0	12.75	43.12	0	0	0	140	55.75	12.75	0	14.75	0	0	0	12.75	0	0	0	0	0	19.75	0	0	0	0	0	70.25	0	41.38	65	47.25	0	14.12	0	0	39.75	0	0	0	0	0	0	0	0	0	0	30.88	586.25	0	0	323.12	32.62	0	196.25	0	29	0	0	0	0	0	0	0	107.75	39.88	0	0	0	101.75	0	0	147.88	49.62	32.88	42.5	0	15.38	0	69.62	0	18.38	16.12	105.75	0	0	252.25	46.62	0	114.62	0	0	0	19.5	44.88	275	44.25	324.25	17.38	154.12	61.25	0	14	15	868.38	0	0	0	0	0	0	0	0	90.75	112.25	115.5	0	0	19755
48	42.62	0	394.5	0	0	31.62	78.62	0	14.75	34.75	20	0	0	20.25	0	30.25	0	0	0	217.25	14	19.25	0	50.12	0	0	33.88	0	55.75	0	0	107.38	0	0	0	22	0	0	0	0	0	0	135.75	106.5	0	51.12	32.25	88.88	0	0	71.12	0	12.75	0	16.12	0	0	58.12	0	101.38	0	43	0	71.38	0	0	159.75	0	0	0	0	38.25	0	58	30.75	30.12	0	78.38	0	0	145.5	92.88	0	0	0	0	0	0	0	0	112.12	63.12	44.5	0	0	0	0	0	0	0	0	73.12	0	167.5	0	17.88	125.38	26.38	14.75	0	0	0	34.88	0	91.12	53	311.38	0	48.5	0	0	0	0	26.62	0	0	124	110.12	0	12.75	0	78.25	241.25	0	0	29.12	44.38	0	0	35.5	0	0	0	176.25	51.5	0	0	19.88	0	20.75	0	0	0	0	0	0	0	23.38	0	0	15.5	0	0	44.5	0	0	71.38	46.62	0	12.75	0	16.62	33.75	0	0	0	0	0	0	0	0	0	0	0	640.88	0	0	268.5	61.75	0	227.12	0	27.88	0	0	0	0	12.38	0	0	77.38	59.38	0	0	0	101.12	0	0	138.5	51.25	24.38	20.5	0	0	29.12	96.62	12.75	15.88	0	85.5	0	0	266.5	35.25	0	118	0	0	0	23.5	41.75	269.62	61.12	279.88	32.88	147.12	28.12	29.25	0	12.75	927.5	0	0	0	0	0	0	0	0	71.88	109.5	80.38	0	0	19886.75
49	0	0	350.12	0	0	34.38	89.12	0	13.25	24.75	0	0	0	14.62	0	24.5	0	0	0	214.88	12.75	22.38	12.75	37.75	0	0	26	0	52.12	0	0	121.5	0	0	0	22.62	0	0	16.12	0	0	0	109.5	114	0	52.62	46.25	83.38	54.25	0	64.75	0	0	0	0	0	0	46.5	55.88	83	0	51	0	62.12	0	0	160	0	0	0	0	46	0	80.75	33.12	0	0	102.62	0	0	124.62	89.88	0	0	0	0	0	0	0	0	160.62	83.88	23.62	0	0	0	15	0	0	0	0	64.62	0	172.62	0	20.38	191.25	20.25	0	0	0	0	28.12	0	83.38	54.5	294.25	0	12.75	0	0	0	0	12.38	0	0	141.75	129.25	0	0	0	66.5	189.5	0	15.5	28.12	14.88	0	0	34.38	0	0	0	193.75	54.25	0	0	24.5	0	22.5	0	0	0	0	0	0	0	19.5	0	0	0	0	0	70.62	0	0	76.62	74.25	0	14	0	21	22	0	0	0	0	0	0	0	0	0	0	0	683.25	0	0	275.12	68.5	0	303.5	0	29.75	0	0	0	0	0	0	21.88	66.25	61	0	0	0	117.25	0	0	139.12	44.5	18.75	17.25	0	0	33	98.88	0	31.5	0	87.62	0	0	259.75	36.38	0	95.25	0	0	0	52.38	35.38	266.5	44.25	272.75	39.62	71.62	0	28.38	0	14.5	947.75	0	0	0	0	0	0	0	0	49	99	102.62	0	0	19799.12
50	0	0	338.25	0	0	16.88	110.38	0	12.12	17.38	0	0	0	0	0	20.62	0	0	0	184.75	15	20.5	12.75	35.62	0	0	18.75	0	112	0	0	121.5	0	0	0	0	0	0	26.25	0	12.12	0	109.88	115.5	0	44.62	34.62	78.5	49.62	0	58	0	0	0	0	0	0	51.62	44.12	80.12	0	65.5	0	47.75	0	0	162.62	0	0	0	0	690.5	0	45.12	25.62	0	0	100.12	0	0	97.25	89.38	0	0	0	0	0	0	0	0	165.5	86.38	23.75	0	0	0	15	0	0	0	0	60.75	0	168.12	0	12.12	252.5	47.88	0	0	0	27.12	41.38	0	104	46.38	272	0	39.62	0	0	0	0	12.75	0	0	153.75	117.12	0	0	17	59.5	206.12	0	120.62	24.25	0	0	0	17.25	0	0	0	244.12	44.62	0	0	52.75	0	15.88	0	0	0	0	0	0	0	12.62	0	0	0	0	0	52.5	0	0	71.88	0	0	0	0	23.25	19.88	0	0	0	0	0	0	0	0	0	0	0	546.38	0	0	221.62	53.25	22.38	372.75	0	34.12	0	0	0	0	0	0	113.38	59.25	57.25	0	0	0	127.5	0	0	386	45.38	15.12	15	0	0	28.62	87.5	0	23.75	0	68.38	15	0	245.75	30.38	0	87.12	0	0	0	65.38	30.38	263	48.12	210.88	53.38	56.12	0	32.12	15	0	973.75	0	0	0	0	0	0	0	0	37	80.75	77.25	0	0	20569
51	0	0	312.75	0	0	31.25	101.75	0	0	0	0	0	0	20.75	0	21.25	0	0	0	149.88	17.62	19	14	36.88	0	0	22.38	0	15.88	0	0	126.75	0	0	0	29.62	0	0	0	0	0	0	114.62	128.88	0	0	39.25	58.75	0	0	60.25	0	0	0	0	0	0	39.62	34.62	70	13.88	56.5	0	57.38	0	0	155.25	0	0	0	0	739.88	0	0	36.25	0	0	79.88	0	0	99	99	0	0	0	0	0	0	0	42.12	157.75	93.38	16.5	0	29.12	0	12.75	0	0	0	0	57	0	165.12	0	0	194.88	58.5	0	0	0	47.5	43.38	0	88	39.75	237.12	0	41	0	0	0	0	0	0	0	156.88	115.5	0	0	0	39.25	265	0	134.12	24.12	12.75	0	0	0	0	0	14.25	281	46.88	0	0	76	20.62	23	0	0	0	0	0	0	0	0	0	0	0	12.75	0	38.62	0	0	80.5	73.88	0	12.75	0	14	17.25	0	0	0	0	0	0	0	0	0	0	0	557.38	0	0	198	17.5	14	460.12	0	34	0	0	0	0	20.88	0	159.25	53.5	60.12	0	0	0	129.38	0	0	400.25	41.12	13.88	27.75	0	0	25	90.62	0	0	0	60.38	20.5	0	241.5	19.38	0	79.12	0	0	0	73.75	0	274.38	47.88	221.88	51.75	45.5	0	39.88	12.75	0	975.5	0	0	0	0	0	0	0	0	13.5	85.75	27.38	0	0	20388.25
52	0	0	285.5	0	0	32	106.75	0	0	0	0	0	0	0	0	16.62	0	0	0	169.75	17	19	16.12	40.88	0	0	24.62	0	0	0	0	131.12	0	0	0	85.88	0	0	0	0	0	0	106.62	126.38	0	14.75	33.62	56.25	81.62	0	47.75	0	0	0	12.75	0	0	35.12	17.5	62.5	29.12	50	13.12	48.38	0	0	146.88	0	0	0	0	38.38	0	0	43.25	0	0	64.75	0	0	91.5	100.5	0	0	0	0	0	0	0	0	138.38	103.88	0	0	99.88	0	16.88	0	0	0	0	42.88	0	149.12	0	0	204	72	0	0	0	58.38	44	0	104.88	25.62	209.75	0	20.5	0	0	32.62	0	0	0	0	154.25	114.25	0	0	0	31.88	195.62	0	151.38	22.12	0	0	0	0	0	0	0	308.12	50.38	0	0	81.38	0	24.88	0	0	0	0	0	0	0	17.25	0	0	0	0	16.12	26.25	66	0	84.88	56.88	0	0	0	0	16.62	0	0	0	0	0	0	0	0	0	0	0	817.25	0	0	182.5	33.25	0	490.75	0	31.38	0	0	0	0	13.88	0	228.75	49.62	56.5	0	0	0	119.12	12.75	0	211.12	39.12	12.12	14	0	0	22.12	61.12	0	0	0	61.12	19.25	0	221	35.5	0	81	15.5	0	0	73.5	0	276.25	61.12	198.38	0	38.75	0	40.12	0	0	979.88	0	0	0	0	0	0	0	0	0	49.88	0	0	0	19566.62
53	0	0	251.75	0	0	14.38	115.12	0	0	0	0	0	0	0	0	12.75	0	0	0	136.75	17.38	21.75	16.12	40.5	0	0	27.38	0	0	0	15	135.75	0	0	0	81.38	0	0	0	0	0	0	94.38	128.5	0	0	44.38	59	111.88	0	47.25	0	0	0	12.62	0	0	34.25	26.5	60	37.5	39.5	0	45.62	0	14.62	154.12	0	0	0	0	22.12	0	0	41.75	0	0	61.5	0	0	89.25	113.88	0	0	0	0	0	0	0	0	97.75	107.75	0	0	129.75	0	0	0	0	0	0	30.88	0	160.25	0	0	240.75	61.62	0	0	0	74.75	42.38	0	107.12	22.38	179.12	0	23.12	0	0	35.5	0	0	0	0	172.75	121	0	0	0	21.5	200.12	0	153.12	24.62	14	0	0	0	0	0	0	324.38	61.38	0	0	79.62	0	23.5	0	0	0	0	0	0	0	12.62	0	0	0	0	17.5	36.75	64.88	0	92.38	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	14	826.38	0	0	171	29.62	0	522.75	0	31	0	0	0	0	15	0	251.5	47	58.12	0	0	0	125.12	0	0	218.38	33.25	14.62	12.75	0	0	20.88	51.38	0	0	0	61.5	21.5	0	227.62	28.5	0	74.12	17.25	0	0	65.12	14.75	278.25	63.12	196.25	12.62	34.25	0	41.62	0	0	958.75	0	0	0	0	0	0	0	0	0	44.38	0	0	12.75	19631.75
54	0	0	240.25	0	0	27	108.12	0	0	0	0	0	0	0	0	12.75	0	0	0	137	28.62	17.38	14.75	38	0	26.12	24.75	0	0	0	12.75	105.88	0	0	0	69.75	0	0	0	0	0	0	94.12	119.88	0	0	33.38	41.38	96	0	53.12	0	0	0	38.38	0	0	33.38	15.75	54.62	33.38	37.12	0	17	0	16	135.75	0	0	0	0	13.38	0	0	35.38	0	0	57.62	0	0	85.75	129.88	0	0	0	0	0	0	0	0	0	111.88	0	0	183.38	0	0	0	0	0	0	27.5	0	168.38	79.25	0	245.75	41	0	0	0	91.88	39.25	0	101.12	21.38	138.62	0	13.75	13.88	0	0	12.75	0	0	0	165.88	127.38	0	0	0	21.38	197.38	0	159.75	24	12.62	0	0	0	0	0	0	324.5	47.12	0	0	80	0	31.38	0	0	0	0	0	14.12	0	16	14	0	0	19.25	19.5	51.12	0	0	82.25	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	16.12	784.38	0	0	158.12	24.25	0	557.25	0	32.25	0	0	0	0	25.5	0	266	38.88	62.62	0	0	0	130.25	0	0	252.88	35.62	14.75	0	0	0	20	37.25	0	0	35.12	62.12	15.38	0	239.38	29.62	0	77.5	0	0	0	68.5	14	306.5	67.38	252.88	13.25	43.25	0	49.5	0	0	951	0	0	0	0	0	0	0	0	0	45.25	16.12	0	12.75	19725
55	0	0	211.62	0	0	33	107.62	0	0	0	0	0	0	0	0	0	0	0	0	112.88	36.62	20.12	0	26.5	0	55.12	21.25	0	0	0	0	104.25	0	0	0	51.25	0	0	0	0	0	0	85.88	125.75	0	12.75	23.88	34.88	90.38	0	51.12	14	0	0	34.5	0	0	29.25	23.12	63.62	24.75	36.62	0	20.38	0	26	131.62	0	0	0	0	24.12	0	0	36.38	0	0	61.62	0	0	83	124.88	0	0	0	0	0	0	0	0	0	120.25	13.75	0	193.62	0	14.75	0	0	0	0	33.25	0	160.75	179.38	0	238.38	35.38	0	0	0	87.75	23.25	0	87.75	19.5	92.38	0	21	14.5	0	0	24	0	0	0	175.12	120.5	0	0	0	18.88	170.75	0	137.25	20.88	15	0	0	0	0	0	0	331.62	61.38	0	0	114.12	0	30.88	0	0	0	0	0	17.62	0	0	12.75	0	0	12.75	14	20.62	47.38	0	26.88	0	0	0	0	0	0	0	0	0	0	0	18.75	0	0	0	0	18.62	733.38	0	0	140.75	27.62	0	542.5	0	29.75	0	0	0	0	18.12	0	254.62	33.88	55.88	0	12.38	29.75	123.62	0	0	498.62	39.88	14.12	0	0	0	19.25	44.38	0	0	46	60.5	15	0	228.88	0	0	93.25	15.75	0	0	75.25	14	327.12	54.12	256.12	12.62	51.75	0	59.25	0	0	866.88	0	0	0	0	0	0	0	0	0	37.62	0	0	17.75	19599.38
56	0	0	193.25	0	0	29.38	113.62	0	0	0	0	0	0	0	0	0	0	0	0	98.25	28.25	17.75	0	42.38	0	55.5	19.25	0	0	0	12.75	111	0	0	0	53.12	0	0	0	0	0	0	74.88	117.25	0	15	0	12.75	97	0	58.62	0	0	0	16.62	0	0	28.88	0	70.38	0	22.75	0	30.88	0	38.12	97	0	0	0	0	611.12	0	0	0	0	0	50.88	0	0	84.75	106.5	0	0	0	0	0	0	0	0	0	117.62	18.62	0	218.12	0	18.75	0	0	0	0	30.38	0	142.75	797.88	0	188.62	34.88	0	0	0	102.88	19.25	0	78.88	0	85.88	0	22.38	0	0	0	25.88	0	0	0	190.88	110.88	0	0	0	16.62	144.25	0	112.38	22.62	15	0	0	0	18.5	0	0	309.75	65	0	0	139.62	0	38.62	0	0	0	0	0	16.62	0	0	12.75	0	0	0	0	46.75	79.88	0	15.62	49	0	0	0	0	0	0	0	0	0	0	18.25	0	0	0	0	17.5	707.25	0	0	131.25	26.12	0	496.75	0	30.38	0	0	0	0	0	0	246.75	34	62.25	0	0	37.88	117.88	0	0	253.5	40	18.38	0	0	0	12.75	63.62	0	0	48.75	60.75	15	0	262.12	0	0	91.25	19.38	14	0	74.38	20	343.25	48.62	267.75	0	49	0	32	0	0	915.12	0	0	0	0	14.75	0	0	0	0	36.88	0	0	17	20287
57	0	0	183.38	0	0	23.5	100.38	0	0	0	0	0	0	0	0	15	0	13.62	0	116.12	22.38	17.88	0	43.25	0	62.12	19.75	0	0	0	0	105.12	0	0	0	65.25	0	0	0	0	0	0	86.38	117.75	0	17	0	0	38.88	0	62.25	0	0	0	35.5	0	0	32.5	0	61.38	0	34	0	60.75	0	32.38	92.88	0	0	0	0	593.5	0	0	0	0	0	43.5	0	0	75.25	94	0	0	0	0	0	0	0	0	0	118.38	42	0	205.5	0	15	0	0	0	0	55.88	0	115.75	782.88	0	152.38	33.88	0	0	0	119.38	22.75	0	80.25	0	68.12	0	30.62	15.5	0	0	20.5	0	0	0	224.88	101	0	0	0	18.62	169	0	84.38	25.12	18	0	0	0	16.38	0	0	258.5	67.75	0	0	142.38	0	40.62	0	0	0	0	0	14.75	0	0	0	0	0	0	0	58.25	67.88	0	16.12	58.12	0	14	12.25	0	0	0	0	0	0	0	15	0	0	0	0	17.5	641.38	0	0	114.75	25.25	0	338.88	0	34.62	0	0	0	0	0	0	218.5	34.62	58.5	0	23.75	43.12	98.12	0	0	455.12	42.62	19.12	0	0	31.88	0	30.38	0	0	49.62	62.5	0	0	261.12	0	0	80.25	0	0	0	81.12	19.25	364.62	45	279.38	0	36.5	0	0	0	0	928	0	0	0	0	0	0	0	0	0	39.12	0	0	19.25	20087.38
58	0	0	160.62	0	0	13.88	103.38	18	0	15	0	0	0	0	0	19.25	12.75	25.75	0	122.25	26.12	16.12	0	41.62	0	39	19.75	0	0	0	0	110.25	0	0	0	69.5	0	0	0	0	0	0	88.38	129.5	0	12.75	0	0	48.5	0	73.62	0	0	0	23	0	0	12.75	0	75	0	29.88	0	64	0	19.12	64.38	0	0	0	0	598.88	0	0	0	0	0	41.12	0	0	68.25	75.88	0	0	0	0	0	0	0	0	0	132.62	47	0	210.88	0	33.38	0	0	0	0	106.25	0	135.12	739.25	0	157.25	34.38	0	0	0	101.75	53.12	0	73.25	0	58.88	0	49.38	40.88	0	0	37.5	0	0	0	207	92.88	0	0	0	0	138	0	50.75	19.62	24.25	0	0	0	17.62	0	0	183	71	0	0	90.38	0	16	0	0	0	0	0	0	0	0	12.75	0	0	0	0	66.5	83	14.62	24.25	50.5	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	14	440.88	0	0	98	22.62	0	320.25	0	30.12	15	0	0	0	0	0	203.75	36.25	60.88	0	18.25	36.62	104.12	0	0	448.25	43.25	19	0	0	40	0	60.12	0	0	0	68	16.62	0	268.12	0	0	81.25	29.62	0	0	81.38	0	367.88	45	288.25	0	34.5	0	0	0	0	905.62	0	0	0	0	0	0	0	0	0	45	0	19	17.25	19781
59	0	0	156	0	0	18.75	104.38	25.75	0	0	0	0	0	0	0	15	18.38	25.88	0	130.5	0	16.12	0	35.88	0	32.88	21.38	0	0	0	16.12	99.12	0	0	0	40.5	0	0	0	0	0	0	93.88	134.75	0	12.75	0	0	0	0	66.5	0	0	0	12.75	0	0	0	0	65.38	0	26	0	64.62	0	14.88	66.12	0	13.12	0	0	611.25	0	0	0	0	0	39.5	0	0	68.62	36	0	0	16.38	0	15.75	0	0	0	0	134.88	48.25	15.12	174	0	14	0	0	0	0	108.25	0	131	686.12	0	137.25	34.62	0	0	0	106.88	56.12	0	67.88	17.38	40.75	0	64.25	30.25	0	0	30.12	0	0	0	221.88	96.5	0	0	0	0	133.12	0	20.38	19.5	21.62	0	0	14	15.12	0	0	164.88	72.5	0	0	108.75	0	15.88	0	0	0	0	0	0	0	0	0	0	0	0	0	73.38	89.75	17.75	36.12	50.25	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	451.12	0	0	81.38	17.62	0	340.62	0	33.88	14	0	0	0	0	0	179.75	53.25	56.25	0	39	34	110.5	0	0	449.38	49.75	19.5	0	0	38.88	0	63.12	0	0	0	66.75	16.62	0	273.75	0	0	79.5	24.62	0	0	78.75	12.75	354.75	44.25	299.75	29.88	37.12	0	0	0	0	872	0	0	0	0	0	0	0	12.75	0	47	0	29	14	19613.38
60	0	0	152	0	0	15	107.62	32.5	0	0	0	0	0	0	0	0	18.38	12.62	0	142.62	0	15	0	37	0	64.38	19.88	0	0	0	14	99.5	0	0	0	48.25	0	0	0	0	0	0	73.25	137.38	0	12.75	0	0	13.5	0	72	0	0	0	0	0	0	0	16.88	0	0	16.12	0	54.5	0	14.25	53.38	0	16	0	0	585.88	0	13.62	0	0	0	38.38	0	0	113.12	12.75	0	0	19	0	15.62	0	0	0	0	114.12	38.12	17.75	127.62	0	20.62	0	0	0	0	121.12	0	141.88	630.5	0	109.12	36.12	0	0	0	113.38	32.25	0	58.75	33	33.38	0	66	15.75	0	0	0	0	27.62	0	212.62	78.5	0	0	0	0	147.62	0	12.75	16.12	17.5	0	0	32.62	13.75	0	0	133	60.88	0	0	132.25	0	20.38	0	0	0	0	0	0	0	0	0	0	0	0	0	68.25	104.62	13.75	38.62	62	0	0	0	0	0	0	0	0	0	0	21.62	0	0	0	0	0	529.62	0	0	64.12	18.62	0	359	0	41.88	0	0	0	0	0	0	147.5	41.88	59.38	0	48.12	33.62	114.38	0	0	450.25	45.38	0	0	0	46.5	0	50.62	0	0	0	90.62	14	0	288.25	12.75	0	75	21.25	0	0	81.12	31.75	366.12	47.5	309.75	35.75	35.75	0	0	0	0	925.38	0	0	0	0	0	0	0	0	0	42	0	22.5	0	19529.62
61	0	0	131.88	0	0	18.12	108.25	26.88	15.38	0	0	0	0	0	0	0	23.5	13	0	130.88	0	12.75	0	44.25	0	60.25	19	0	0	0	0	122.62	0	0	0	46.12	0	0	0	0	0	0	63.88	128.25	0	20.25	0	0	12.5	0	75.5	0	0	0	0	0	0	0	21.62	0	0	0	0	49.38	0	15.12	48.38	0	21.38	0	0	658.5	0	0	15.12	0	14.12	23.62	0	0	107.75	0	0	0	21.75	0	17.38	0	0	0	0	113.38	48.38	0	96.88	0	20.75	0	0	0	0	133.12	0	142.25	558.75	0	79.12	47.25	0	0	0	119.88	35.75	0	53.88	0	23.75	18.25	65.62	13.25	0	0	0	0	40.88	17	161.25	56.38	0	0	0	0	148.5	0	0	16.12	18.38	0	0	0	18.25	0	0	104.62	62.25	0	0	126	0	22.12	0	0	0	0	0	0	0	0	0	0	0	12.75	0	66	130.5	16.5	47	55.25	0	0	0	0	0	0	0	0	0	0	12.75	0	0	0	0	0	646.38	0	0	43.12	18.75	0	417	0	36.38	0	0	0	0	0	0	110.5	40.38	65.5	0	91.12	37.25	116.38	0	0	461.75	35.75	0	0	0	35.88	0	47.88	0	0	0	95.62	12.75	0	286	0	0	67	21.88	0	0	83.88	45	354.12	46	351.62	43.75	35.62	0	23.12	13.88	0	895.38	0	0	0	0	0	0	0	0	0	43.62	13.25	20.5	12.75	19486.75
62	0	0	131.62	0	0	16.62	107.38	37.88	15.38	0	0	0	0	0	0	0	19.75	23.5	0	119.12	0	19.88	0	36.62	0	36.25	17.25	0	0	0	14.88	164.88	0	0	0	15	0	0	14	0	0	0	45.25	145.25	0	17	0	0	0	0	74.12	0	0	0	0	0	0	0	27.12	0	0	0	0	50.75	0	0	40.25	0	15.25	0	0	665.88	0	0	16.5	0	0	16	0	0	98.5	0	0	0	28.62	0	0	0	0	0	0	123.25	44.12	0	62.62	0	25	0	0	0	0	142.75	0	144.62	515.38	0	90.75	44.88	0	0	14.5	117.62	26.5	0	64.12	0	24	0	66.75	12.5	0	0	0	0	42.88	0	167.62	39.12	0	0	0	0	150.25	0	0	23.88	12.75	18.88	0	0	0	0	0	113.62	36.88	0	0	124.25	0	24.62	0	0	0	0	0	16	0	0	0	0	0	0	0	65.75	185.62	0	27.12	58.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	618.88	0	0	12.75	17.62	0	447.25	0	45.75	0	0	0	0	24.12	0	81.12	41.12	68.62	0	78.75	45.62	125.62	0	0	447.12	38.12	0	0	0	36.5	14	36.88	0	0	55.88	97.5	0	0	278.88	0	0	67.62	23.88	0	0	91.38	56	322.88	47.62	351.38	39.12	38.5	20.38	0	12.75	14	902.12	0	0	0	0	0	0	0	12.75	0	49	0	21.88	12.75	19289.5
